metagenome	source	domain	phylum	class	order	family	genus	species	abundance	avg eValue	avg % ident	avg align len
4640034.3	M5RNA	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides gallinarum	460	-21	100	51
4640033.3	M5RNA	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides gallinarum	573	-21	100	51
4640040.3	M5RNA	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides intestinalis	3	-21	100	51
4640033.3	M5RNA	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides pyogenes	551	-98.68	99.73	184.25
4640030.3	M5RNA	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides pyogenes	26	-24.74	100	57.26
4640041.3	M5RNA	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides pyogenes	3	-21	100	51
4640039.3	M5RNA	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides pyogenes	10	-21	100	51
4640038.3	M5RNA	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides pyogenes	104	-27.49	100	61.94
4640044.3	M5RNA	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides pyogenes	49	-21	100	51
4640036.3	M5RNA	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides pyogenes	1657	-21.45	100	51.74
4640037.3	M5RNA	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides pyogenes	14	-25.84	100	59
4640040.3	M5RNA	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides pyogenes	28	-55.28	100	108.86
4640031.3	M5RNA	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides pyogenes	109	-31.34	99.9	68.7
4640042.3	M5RNA	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides pyogenes	15	-21	100	51
4640045.3	M5RNA	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides pyogenes	125	-21	100	51
4640043.3	M5RNA	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides pyogenes	23	-82.22	100	154.31
4640032.3	M5RNA	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides pyogenes	75	-60.97	100	117.97
4640046.3	M5RNA	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides pyogenes	181	-21	100	51
4640034.3	M5RNA	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides pyogenes	24	-82.33	100	154.5
4640030.3	M5RNA	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp.	2	-70	100	134
4640038.3	M5RNA	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp.	2	-70	100	134
4640036.3	M5RNA	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp.	44	-70	100	134
4640037.3	M5RNA	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp.	4	-70	100	134
4640031.3	M5RNA	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp.	3	-70	100	134
4640032.3	M5RNA	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp.	51	-70	100	134
4640034.3	M5RNA	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp.	30	-45	100	91
4640033.3	M5RNA	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp.	16	-70	100	134
4640044.3	M5RNA	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Barnesiella	Barnesiella viscericola	1	-21	100	50
4640037.3	M5RNA	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Barnesiella	Barnesiella viscericola	1	-22	100	52
4640040.3	M5RNA	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Barnesiella	Barnesiella viscericola	5	-22	100	52
4640043.3	M5RNA	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Barnesiella	Barnesiella viscericola	1	-22	100	52
4640040.3	M5RNA	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides	Parabacteroides gordonii	1	-22	100	53
4640045.3	M5RNA	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides	Parabacteroides gordonii	1	-22	100	53
4640030.3	M5RNA	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas cangingivalis	3	-22	100	53
4640038.3	M5RNA	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas endodontalis	185	-25	100	58
4640044.3	M5RNA	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas endodontalis	12	-39	100	82
4640036.3	M5RNA	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas endodontalis	17	-39	100	82
4640037.3	M5RNA	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas endodontalis	2	-39	100	82
4640042.3	M5RNA	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas endodontalis	1	-39	100	82
4640045.3	M5RNA	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas endodontalis	13	-39	100	82
4640034.3	M5RNA	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas endodontalis	31	-35.25	100	74.5
4640031.3	M5RNA	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas gingivalis	1	-20	100	50
4640030.3	M5RNA	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas gingivicanis	130	-35	100	75
4640041.3	M5RNA	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas gingivicanis	1	-48	99.02	102
4640039.3	M5RNA	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas gingivicanis	4	-48	99.02	102
4640038.3	M5RNA	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas gingivicanis	7	-48	99.02	102
4640036.3	M5RNA	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas gingivicanis	95	-48	99.02	102
4640037.3	M5RNA	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas gingivicanis	3	-48	99.02	102
4640040.3	M5RNA	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas gingivicanis	1	-48	99.02	102
4640031.3	M5RNA	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas gingivicanis	146	-51	100	102
4640032.3	M5RNA	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas gingivicanis	46	-51	100	102
4640034.3	M5RNA	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas gingivicanis	254	-20	100	50
4640030.3	M5RNA	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas levii	554	-123	100	225
4640041.3	M5RNA	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas levii	4	-133	100	242
4640039.3	M5RNA	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas levii	6	-133	99.59	242
4640038.3	M5RNA	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas levii	46	-132.67	99.45	242
4640044.3	M5RNA	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas levii	68	-133	99.59	242
4640036.3	M5RNA	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas levii	153	-133	100	242
4640037.3	M5RNA	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas levii	61	-133	100	242
4640040.3	M5RNA	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas levii	10	-133	99.59	242
4640031.3	M5RNA	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas levii	1210	-99	100	183
4640045.3	M5RNA	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas levii	120	-133	99.59	242
4640043.3	M5RNA	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas levii	1	-133	100	242
4640032.3	M5RNA	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas levii	297	-82	98.77	162
4640046.3	M5RNA	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas levii	246	-111	99.52	210
4640034.3	M5RNA	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas levii	248	-118	99.55	221
4640033.3	M5RNA	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas levii	798	-120.91	99.11	223.85
4640030.3	M5RNA	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas uenonis	3	-58	100	114
4640031.3	M5RNA	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas uenonis	5	-58	100	114
4640045.3	M5RNA	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas uenonis	1	-58	100	114
4640043.3	M5RNA	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas uenonis	3	-58	100	114
4640031.3	M5RNA	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella buccae	1	-26	100	58
4640042.3	M5RNA	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella copri	1	-22	100	53
4640043.3	M5RNA	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella corporis	2	-21	100	51
4640037.3	M5RNA	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella loescheii	1	-21	100	50
4640034.3	M5RNA	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella loescheii	4	-21	100	50
4640040.3	M5RNA	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella nanceiensis	4	-39.5	100	81.5
4640040.3	M5RNA	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella sp. oral taxon 299	2	-56	100	109
4640033.3	M5RNA	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella stercorea	13	-29	100	64
4640036.3	M5RNA	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella timonensis	1	-58	99.13	115
4640034.3	M5RNA	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella timonensis	7	-58	99.13	115
4640044.3	M5RNA	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes shahii	2	-23	100	54
4640037.3	M5RNA	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes shahii	1	-23	100	54
4640040.3	M5RNA	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes shahii	38	-38.21	100	79.05
4640032.3	M5RNA	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Cytophaga	Cytophaga sp. I-1858	1	-24	100	56
4640033.3	M5RNA	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Flectobacillus	Flectobacillus major	31	-20	98.04	51
4640044.3	M5RNA	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Bergeyella	Bergeyella zoohelcum	1	-26	100	59
4640038.3	M5RNA	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	Capnocytophaga gingivalis	6	-132	100	240
4640044.3	M5RNA	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Chryseobacterium	Chryseobacterium soli	5	-30	100	65
4640040.3	M5RNA	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Coenonia	Coenonia anatina	1	-25	100	57
4640032.3	M5RNA	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium columnare	1	-46	100	92
4640042.3	M5RNA	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium sp.	1	-21	100	50
4640044.3	M5RNA	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Riemerella	Riemerella anatipestifer	5	-23	100	55
4640042.3	M5RNA	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Riemerella	Riemerella columbina	1	-24	100	56
4640039.3	M5RNA	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Riemerella	Riemerella sp. IPDH 98/90	1	-30	100	67
4640038.3	M5RNA	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Riemerella	Riemerella sp. IPDH 98/90	19	-30	100	67
4640044.3	M5RNA	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Riemerella	Riemerella sp. IPDH 98/90	1	-21	100	50
4640040.3	M5RNA	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Riemerella	Riemerella sp. IPDH 98/90	3	-30	100	67
4640043.3	M5RNA	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Riemerella	Riemerella sp. IPDH 98/90	1	-30	100	67
4640039.3	M5RNA	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	unclassified (derived from Flavobacteriaceae)	Flavobacteriaceae bacterium JJC	1	-32	100	70
4640038.3	M5RNA	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	unclassified (derived from Flavobacteriaceae)	Flavobacteriaceae bacterium JJC	19	-32	100	70
4640040.3	M5RNA	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	unclassified (derived from Flavobacteriaceae)	Flavobacteriaceae bacterium JJC	3	-37	100	79
4640043.3	M5RNA	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	unclassified (derived from Flavobacteriaceae)	Flavobacteriaceae bacterium JJC	1	-37	100	79
4640039.3	M5RNA	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	unclassified (derived from Sphingobacteriales)	Terrimonas	Terrimonas lutea	1	-22	100	52
4640044.3	M5RNA	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	unclassified (derived from Sphingobacteriales)	Terrimonas	Terrimonas lutea	2	-22	100	52
4640040.3	M5RNA	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	unclassified (derived from Sphingobacteriales)	Terrimonas	Terrimonas lutea	58	-22	100	52
4640031.3	M5RNA	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	unclassified (derived from Sphingobacteriales)	Terrimonas	Terrimonas lutea	5	-31	100	68
4640045.3	M5RNA	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	unclassified (derived from Sphingobacteriales)	Terrimonas	Terrimonas lutea	2	-22	100	52
4640043.3	M5RNA	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	unclassified (derived from Sphingobacteriales)	Terrimonas	Terrimonas lutea	2	-22	100	52
4640032.3	M5RNA	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	unclassified (derived from Sphingobacteriales)	Terrimonas	Terrimonas lutea	6	-21.17	100	50.33
4640031.3	M5RNA	Bacteria	Cyanobacteria	unclassified (derived from Cyanobacteria)	Nostocales	Nostocaceae	Dolichospermum	Dolichospermum crassum	3	-39	100	82
4640031.3	M5RNA	Bacteria	Cyanobacteria	unclassified (derived from Cyanobacteria)	Oscillatoriales	unclassified (derived from Oscillatoriales)	Planktothrix	Planktothrix mougeotii	1	-41	100	84
4640040.3	M5RNA	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	Deinococcus radiodurans	1	-21	100	51
4640038.3	M5RNA	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus anthracis	8	-142	100	255
4640040.3	M5RNA	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus anthracis	28	-142	100	255
4640041.3	M5RNA	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus anthracis	1	-142	100	255
4640039.3	M5RNA	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus	24	-141	100	255
4640041.3	M5RNA	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus	1	-142	100	255
4640038.3	M5RNA	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus	8	-142	100	255
4640040.3	M5RNA	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus	28	-142	100	255
4640039.3	M5RNA	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus licheniformis	8	-141	99.87	254
4640040.3	M5RNA	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus pumilus	1	-88	100	163
4640033.3	M5RNA	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp.	1	-89	100	167
4640039.3	M5RNA	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. GB02-30	4	-112	100	205
4640039.3	M5RNA	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. PL-12	1	-98	100	181
4640038.3	M5RNA	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis	1	-111	100	204
4640038.3	M5RNA	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus thuringiensis	8	-142	100	255
4640040.3	M5RNA	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus thuringiensis	28	-142	100	255
4640041.3	M5RNA	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus thuringiensis	1	-142	100	255
4640033.3	M5RNA	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Geobacillus	Geobacillus caldoxylosilyticus	572	-101	99.15	190
4640041.3	M5RNA	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Geobacillus	Geobacillus stearothermophilus	9	-69	100	131
4640039.3	M5RNA	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Geobacillus	Geobacillus stearothermophilus	11	-69	100	131
4640038.3	M5RNA	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Geobacillus	Geobacillus stearothermophilus	2	-64	100	123
4640040.3	M5RNA	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Geobacillus	Geobacillus stearothermophilus	1	-64	100	123
4640044.3	M5RNA	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Planomicrobium	Planomicrobium okeanokoites	1	-39	100	81
4640039.3	M5RNA	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus	2	-58	100	114
4640038.3	M5RNA	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus	13	-141	100	254
4640040.3	M5RNA	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus	1	-113	99.52	209
4640043.3	M5RNA	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus chromogenes	2	-91	98.87	177
4640040.3	M5RNA	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus cohnii	1	-50	100	99
4640040.3	M5RNA	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus epidermidis	2	-83	100	156
4640043.3	M5RNA	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus epidermidis	1	-83	100	156
4640039.3	M5RNA	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus pasteuri	2	-69	100	132
4640044.3	M5RNA	Bacteria	Firmicutes	Bacilli	Bacillales	unclassified (derived from Bacillales)	Gemella	Gemella haemolysans	4	-32	100	69
4640037.3	M5RNA	Bacteria	Firmicutes	Bacilli	Bacillales	unclassified (derived from Bacillales)	Gemella	Gemella haemolysans	15	-32	100	69
4640045.3	M5RNA	Bacteria	Firmicutes	Bacilli	Bacillales	unclassified (derived from Bacillales)	Gemella	Gemella haemolysans	2	-32	100	69
4640043.3	M5RNA	Bacteria	Firmicutes	Bacilli	Bacillales	unclassified (derived from Bacillales)	Gemella	Gemella haemolysans	10	-141	100	256
4640043.3	M5RNA	Bacteria	Firmicutes	Bacilli	Bacillales	unclassified (derived from Bacillales)	Gemella	Gemella sanguinis	2	-125.33	99.31	234.33
4640041.3	M5RNA	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Aerococcus	Aerococcus viridans	2	-137.67	100	248.67
4640038.3	M5RNA	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Aerococcus	Aerococcus viridans	6	-134.67	99.74	245
4640038.3	M5RNA	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus casseliflavus	53	-86	100	162
4640038.3	M5RNA	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus villorum	53	-46	100	94
4640046.3	M5RNA	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Melissococcus	Melissococcus plutonius	1	-90	99.41	169
4640040.3	M5RNA	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Vagococcus	Vagococcus fluvialis	1	-134	100	243
4640033.3	M5RNA	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus murinus	2342	-65	100	126
4640038.3	M5RNA	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis	1	-120	100	219
4640039.3	M5RNA	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus dysgalactiae	24	-140	100	253
4640036.3	M5RNA	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus dysgalactiae	3	-140	100	253
4640040.3	M5RNA	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus dysgalactiae	2	-140	100	253
4640033.3	M5RNA	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus dysgalactiae	48	-140	100	253
4640043.3	M5RNA	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus mitis	606	-110	97.81	230
4640033.3	M5RNA	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus mitis	2	-132	99.59	241
4640039.3	M5RNA	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus parauberis	178	-22	100	53
4640038.3	M5RNA	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus parauberis	1	-136	99.6	253
4640042.3	M5RNA	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus parauberis	1	-39	98.78	82
4640041.3	M5RNA	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	15	-43	100	89
4640039.3	M5RNA	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	336	-53	100	105
4640038.3	M5RNA	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	10	-53	100	105
4640044.3	M5RNA	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	83	-47.56	100	96.3
4640037.3	M5RNA	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	3	-43	100	89
4640040.3	M5RNA	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	34	-44.72	100	91.76
4640042.3	M5RNA	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	14	-42.14	100	87.57
